n-gram	total_score	total_occurrences	average_score
would seek medical/counseling	1.4	1	1.4
seek medical/counseling advice	1.4	1	1.4
medical/counseling advice just	1.4	1	1.4
advice just in	1.4	1	1.4
just in case	1.4	1	1.4
in case .	1.4	1	1.4
Also check out	0.0	1	0.0
check out Bubble	0.0	1	0.0
out Bubble Bobble	0.0	1	0.0
Bubble Bobble ,	0.0	1	0.0
Bobble , and	0.0	1	0.0
, and any	0.0	1	0.0
and any of	0.0	1	0.0
any of the	1.75	4	0.4375
of the Sonic	0.0	1	0.0
the Sonic or	0.0	1	0.0
Sonic or Pokemon	0.0	1	0.0
or Pokemon games	0.0	1	0.0
Pokemon games .	0.0	1	0.0
Corduroy pillows :	-2.2	1	-2.2
pillows : They	-2.2	1	-2.2
: They '	-2.2	1	-2.2
They ' re	-0.8000000000000003	2	-0.40000000000000013
re making headlines	-2.2	1	-2.2
making headlines !	-2.2	1	-2.2
Where I live	0.4	1	0.4
I live both	0.4	1	0.4
live both parents	0.4	1	0.4
both parents have	0.4	1	0.4
parents have to	0.4	1	0.4
have to sign	0.4	1	0.4
to sign a	0.4	1	0.4
sign a consent	0.4	1	0.4
a consent form	0.4	1	0.4
consent form .	0.4	1	0.4
winning lottery ticket	-3.8000000000000003	2	-1.9000000000000001
lottery ticket ,	-2.2	1	-2.2
ticket , shop	-2.2	1	-2.2
, shop ,	-2.2	1	-2.2
shop , shop	-2.2	1	-2.2
, shop =	-2.2	1	-2.2
shop = )	-2.2	1	-2.2
Frequent trips to	2.4	1	2.4
trips to Europe	2.4	1	2.4
to Europe made	2.4	1	2.4
Europe made him	2.4	1	2.4
made him conversant	2.4	1	2.4
him conversant in	2.4	1	2.4
conversant in German	2.4	1	2.4
in German and	2.4	1	2.4
German and French	2.4	1	2.4
and French .	3.0	2	1.5
Go buy a	-1.4	1	-1.4
buy a weight	-1.4	1	-1.4
a weight scale	-1.4	1	-1.4
weight scale ,	-1.4	1	-1.4
scale , see	-1.4	1	-1.4
, see how	-1.4	1	-1.4
see how much	-1.4	1	-1.4
much you lost	-1.4	1	-1.4
you lost .	-1.4	1	-1.4
Infantry , Armor	-0.666666666667	1	-0.666666666667
, Armor ,	-0.666666666667	1	-0.666666666667
Armor , Cavalry	-0.666666666667	1	-0.666666666667
, Cavalry or	-0.666666666667	1	-0.666666666667
Cavalry or Artillery	-0.666666666667	1	-0.666666666667
or Artillery .	-0.666666666667	1	-0.666666666667
Yes I would	-1.0	1	-1.0
I would .	-1.0	1	-1.0
Acquired Immuno Deficiency	0.6	1	0.6
Immuno Deficiency Syndrome	0.6	1	0.6
Have him go	0.0	1	0.0
him go for	-1.2	2	-0.6
go for mental	0.0	1	0.0
for mental health	0.0	1	0.0
mental health on	0.0	1	0.0
health on dissociative	0.0	1	0.0
on dissociative disorder	0.0	1	0.0
dissociative disorder .	0.0	1	0.0
they eat leaves	-2.4	1	-2.4
eat leaves seeweed	-2.4	1	-2.4
leaves seeweed it	-2.4	1	-2.4
seeweed it depends	-2.4	1	-2.4
it depends on	-5.2	4	-1.3
on the turtle	-2.4	1	-2.4
the turtle some	-2.4	1	-2.4
turtle some eat	-2.4	1	-2.4
some eat other	-2.4	1	-2.4
eat other fish	-2.4	1	-2.4
other fish :	-2.4	1	-2.4
fish : )	-2.4	1	-2.4
FEMA is also	1.2	1	1.2
is also not	1.2	1	1.2
also not immediate	1.2	1	1.2
not immediate assistance/emergency	1.2	1	1.2
immediate assistance/emergency response	1.2	1	1.2
assistance/emergency response .	1.2	1	1.2
Tell me a	0.0	1	0.0
me a person	0.0	1	0.0
a person without	0.0	1	0.0
person without this	0.0	1	0.0
without this desire	0.0	1	0.0
this desire .	0.0	1	0.0
Because that is	-1.0	1	-1.0
that is what	-0.3999999999999999	3	-0.1333333333333333
is what they	-1.0	1	-1.0
what they believe	-1.0	1	-1.0
they believe .	-1.0	1	-1.0
no it means	-2.4	1	-2.4
it means ur	-2.4	1	-2.4
means ur bed	-2.4	1	-2.4
ur bed is	-2.4	1	-2.4
bed is too	-2.4	1	-2.4
is too short	-2.4	1	-2.4
Al Shiton and	-1.2	1	-1.2
Shiton and Assee	-1.2	1	-1.2
and Assee Jackson	-1.2	1	-1.2
Assee Jackson are	-1.2	1	-1.2
Jackson are racists	-1.2	1	-1.2
are racists and	-1.2	1	-1.2
racists and anti	-1.2	1	-1.2
and anti -	1.0000000000000002	2	0.5000000000000001
anti - semites	-1.2	1	-1.2
- semites .	-1.2	1	-1.2
you should start	-2.4	1	-2.4
should start sinning	-2.4	1	-2.4
start sinning to	-2.4	1	-2.4
sinning to her	-2.4	1	-2.4
to her .	-2.4	1	-2.4
bird seeds or	-0.8	1	-0.8
seeds or even	-0.8	1	-0.8
or even bird	-0.8	1	-0.8
even bird food	-0.8	1	-0.8
bird food .	-0.8	1	-0.8
fatigue or loss	-0.4	1	-0.4
or loss of	-0.4	1	-0.4
loss of energy	-0.4	1	-0.4
of energy nearly	-0.4	1	-0.4
energy nearly every	-0.4	1	-0.4
nearly every day	-0.4	1	-0.4
every day 7	-0.4	1	-0.4
day 7 .	-0.4	1	-0.4
yes , the	-0.8	1	-0.8
, the new	1.5999999999999999	2	0.7999999999999999
the new dollar	-0.8	1	-0.8
new dollar coin	-0.8	1	-0.8
dollar coin is	-0.8	1	-0.8
coin is nice	-0.8	1	-0.8
is nice change	-0.8	1	-0.8
You make a	1.4	1	1.4
make a big	1.4	1	1.4
a big presumtion	1.4	1	1.4
big presumtion that	1.4	1	1.4
presumtion that there	1.4	1	1.4
is a heaven	1.4	1	1.4
a heaven .	1.4	1	1.4
the group CC	-2.4	1	-2.4
group CC BIT	-2.4	1	-2.4
CC BIT off	-2.4	1	-2.4
BIT off of	-2.4	1	-2.4
off of .	-2.4	1	-2.4
this will actualy	-1.4	1	-1.4
will actualy save	-1.4	1	-1.4
actualy save them	-1.4	1	-1.4
save them even	-1.4	1	-1.4
them even more	-1.4	1	-1.4
even more money	-1.4	1	-1.4
more money and	-1.4	1	-1.4
money and the	-1.4	1	-1.4
and the world	-1.4	1	-1.4
the world will	-1.4	1	-1.4
world will not	-1.4	1	-1.4
will not die	-1.4	1	-1.4
not die ...	-1.4	1	-1.4
Is that where	-2.0	1	-2.0
that where I	-2.0	1	-2.0
where I lost	-2.0	1	-2.0
I lost the	-2.0	1	-2.0
lost the wig	-2.0	1	-2.0
the wig ...	-2.0	1	-2.0
wig ... .	-2.0	1	-2.0
Then you are	0.2	1	0.2
are going to	2.6999999999999993	10	0.2699999999999999
to have to	-2.9	10	-0.29
have to cut	0.2	1	0.2
to cut back	0.2	1	0.2
cut back on	0.2	1	0.2
back on calories	0.2	1	0.2
on calories .	0.2	1	0.2
the best is	-2.2	1	-2.2
best is to	-2.2	1	-2.2
is to go	-2.2	1	-2.2
to go by	-2.2	1	-2.2
go by what	-2.2	1	-2.2
by what the	-2.2	1	-2.2
what the manufacturer	-2.2	1	-2.2
the manufacturer use	-2.2	1	-2.2
manufacturer use ...	-2.2	1	-2.2
Cameron performs a	1.6	1	1.6
performs a full	1.6	1	1.6
a full physical	1.6	1	1.6
full physical check	1.6	1	1.6
physical check on	1.6	1	1.6
check on Lucy	1.6	1	1.6
on Lucy ,	1.6	1	1.6
Lucy , including	1.6	1	1.6
, including a	1.6	1	1.6
including a vaginal	1.6	1	1.6
a vaginal exam	1.6	1	1.6
vaginal exam .	1.6	1	1.6
Once again ,	0.8	1	0.8
again , irresponsible	0.8	1	0.8
, irresponsible advantage	0.8	1	0.8
irresponsible advantage taken	0.8	1	0.8
advantage taken of	0.8	1	0.8
taken of the	0.8	1	0.8
of the Constitution	0.8	1	0.8
the Constitution and	0.8	1	0.8
Constitution and it	0.8	1	0.8
it 's Amendments	0.8	1	0.8
's Amendments .	0.8	1	0.8
Conventional is also	-0.2	1	-0.2
is also a	1.0	3	0.3333333333333333
also a turn	-0.2	1	-0.2
a turn off	-0.2	1	-0.2
turn off .	-0.2	1	-0.2
Just walk away	-1.6	1	-1.6
walk away !	-1.6	1	-1.6
are all repugnantkkklans	-2.6	1	-2.6
all repugnantkkklans as	-2.6	1	-2.6
repugnantkkklans as dumb	-2.6	1	-2.6
as dumb as	-2.6	1	-2.6
dumb as you	-2.6	1	-2.6
as you ?	-2.6	1	-2.6
We ' re	-3.4	3	-1.1333333333333333
' re virtual	-1.4	1	-1.4
re virtual hands	-1.4	1	-1.4
virtual hands ,	-1.4	1	-1.4
hands , but	-1.4	1	-1.4
, but we	-2.55	3	-0.85
but we count	-1.4	1	-1.4
we count .	-1.4	1	-1.4
Face That Ca	-1.4	1	-1.4
That Ca n't	-1.4	1	-1.4
Ca n't Be	-1.4	1	-1.4
n't Be Fogotten	-1.4	1	-1.4
Be Fogotten 51	-1.4	1	-1.4
Fogotten 51 .	-1.4	1	-1.4
cute ... very	-2.6	1	-2.6
... very cute	-2.6	1	-2.6
Just a partner	-1.0	1	-1.0
a partner or	-1.0	1	-1.0
partner or is	-1.0	1	-1.0
or is she	-1.0	1	-1.0
is she married	-1.0	1	-1.0
she married to	-1.0	1	-1.0
married to him	-1.0	1	-1.0
to him ?	-1.0	1	-1.0
Well , you	-1.0	1	-1.0
, you got	-1.0	1	-1.0
you got me	-1.0	1	-1.0
got me on	-1.0	1	-1.0
me on that	-1.0	1	-1.0
on that one	-1.0	1	-1.0
that one ...	-1.0	1	-1.0
Try these options	0.6	1	0.6
these options first	0.6	1	0.6
options first .	0.6	1	0.6
moreover you want	-0.6	1	-0.6
you want to	-6.6	13	-0.5076923076923077
to go to	-1.95	10	-0.195
go to college	-0.6	1	-0.6
to college .	-0.6	1	-0.6
want to do	-0.75	5	-0.15
to do !	-1.6	1	-1.6
As ATC you	-1.0	1	-1.0
ATC you shouldnt	-1.0	1	-1.0
you shouldnt have	-1.0	1	-1.0
shouldnt have to	-1.0	1	-1.0
have to worry	-3.6	2	-1.8
to worry about	-1.0	1	-1.0
about it .	-11.6	9	-1.2888888888888888
Just try to	-1.0	1	-1.0
try to stay	-1.4	2	-0.7
to stay in	-1.0	3	-0.3333333333333333
stay in a	-1.0	1	-1.0
in a combo	-1.0	1	-1.0
a combo for	-1.0	1	-1.0
combo for the	-1.0	1	-1.0
for the entire	-1.0	1	-1.0
the entire run	-1.0	1	-1.0
entire run .	-1.0	1	-1.0
could n't control	-0.2	1	-0.2
n't control that	-0.2	1	-0.2
control that .	-0.2	1	-0.2
that would be	-6.199999999999999	9	-0.6888888888888888
would be a	5.15	14	0.3678571428571429
be a good	-4.85	6	-0.8083333333333332
a good look	-1.2	1	-1.2
good look !	-1.2	1	-1.2
Go play The	-1.8	1	-1.8
play The Sims	-1.8	1	-1.8
The Sims .	-1.8	1	-1.8
It will look	-1.4	2	-0.7
will look like	-1.8	1	-1.8
look like you	-1.8	1	-1.8
like you '	-3.2	3	-1.0666666666666667
' re trying	-1.8	1	-1.8
re trying to	-1.8	1	-1.8
trying to give	-1.2000000000000002	2	-0.6000000000000001
to give twice	-1.8	1	-1.8
give twice as	-1.8	1	-1.8
twice as many	-1.8	1	-1.8
as many gifts	-1.8	1	-1.8
many gifts .	-1.8	1	-1.8
There really is	-1.0	1	-1.0
really is no	-1.0	1	-1.0
is no lower	-1.0	1	-1.0
no lower limit	-1.0	1	-1.0
lower limit .	-1.0	1	-1.0
It 's as	0.8	1	0.8
's as simple	0.8	1	0.8
as simple as	0.8	1	0.8
simple as Customers	0.8	1	0.8
as Customers AllCustomers	0.8	1	0.8
Customers AllCustomers =	0.8	1	0.8
AllCustomers = Customers	0.8	1	0.8
= Customers .	0.8	1	0.8
Customers . All	0.8	1	0.8
. All ;	0.8	1	0.8
All ; FirstRepeater	0.8	1	0.8
; FirstRepeater .	0.8	1	0.8
Add the chicken	0.4	1	0.4
the chicken stock	0.4	1	0.4
chicken stock .	0.4	1	0.4
All of the	1.6	2	0.8
of the saxophones	0.4	1	0.4
the saxophones in	0.4	1	0.4
saxophones in my	0.4	1	0.4
in my H.S.	0.4	1	0.4
my H.S. jazz	0.4	1	0.4
H.S. jazz band	0.4	1	0.4
jazz band play	0.4	1	0.4
band play Yamaha	0.4	1	0.4
play Yamaha Allegro	0.4	1	0.4
Yamaha Allegro Instruments	0.4	1	0.4
Allegro Instruments .	0.4	1	0.4
it made the	0.0	1	0.0
made the stretch	0.0	1	0.0
the stretch marks	0.0	1	0.0
stretch marks blend	0.0	1	0.0
marks blend in	0.0	1	0.0
blend in with	0.0	1	0.0
in with my	0.0	1	0.0
with my natural	0.0	1	0.0
my natural skin	0.0	1	0.0
natural skin color	0.0	1	0.0
skin color .	0.0	1	0.0
It 's much	-1.2	1	-1.2
's much easier	-1.2	1	-1.2
much easier too	-1.2	1	-1.2
easier too .	-1.2	1	-1.2
Did the doctor	-0.2	1	-0.2
the doctor say	-0.2	1	-0.2
doctor say exactly	-0.2	1	-0.2
say exactly why	-0.2	1	-0.2
exactly why ?	-0.2	1	-0.2
Google Maps ,	-0.6	1	-0.6
Maps , Google	-0.6	1	-0.6
, Google Earth	-0.6	1	-0.6
Google Earth http://maps.google.com/	-0.6	1	-0.6
Earth http://maps.google.com/ http://earth.google.com/	-0.6	1	-0.6
Most stores are	-0.2	1	-0.2
stores are by	-0.2	1	-0.2
are by request	-0.2	1	-0.2
by request only	-0.2	1	-0.2
request only .	-0.2	1	-0.2
bonham you motherfuckking	-3.0	1	-3.0
you motherfuckking moron	-3.0	1	-3.0
motherfuckking moron .	-3.0	1	-3.0
That WOULD be	-2.2	1	-2.2
WOULD be a	-2.2	1	-2.2
be a WISE	-2.2	1	-2.2
a WISE IDEA	-2.2	1	-2.2
WISE IDEA !	-2.2	1	-2.2
IDEA ! !	-2.2	1	-2.2
, but you	0.333333333333	2	0.1666666666665
but you need	0.0	1	0.0
need to be	5.550000000000001	10	0.555
to be invited	0.0	1	0.0
be invited by	0.0	1	0.0
invited by someone	0.0	1	0.0
by someone who	0.0	1	0.0
someone who has	0.0	1	0.0
who has it	0.0	1	0.0
has it .	0.0	1	0.0
Well that 's	-1.6	1	-1.6
that 's one	-1.6	1	-1.6
's one way	-1.6	1	-1.6
one way you	-1.6	1	-1.6
way you could	-1.6	1	-1.6
you could look	-1.6	1	-1.6
could look at	-1.6	1	-1.6
at it i	-1.6	1	-1.6
it i guess	-1.6	1	-1.6
i guess .	-1.6	1	-1.6
's a stereotype	-0.4	1	-0.4
a stereotype .	-0.4	1	-0.4
Why do some	-1.8	1	-1.8
do some of	-1.8	1	-1.8
of the enemies	-1.8	1	-1.8
the enemies look	-1.8	1	-1.8
enemies look like	-1.8	1	-1.8
look like that	-1.8	1	-1.8
like that guy	-1.8	1	-1.8
that guy in	-1.8	1	-1.8
guy in the	-1.8	1	-1.8
in the Tool	-1.8	1	-1.8
the Tool video	-1.8	1	-1.8
Tool video ?	-1.8	1	-1.8
Fashion , jeans	-1.0	1	-1.0
, jeans ,	-1.0	1	-1.0
jeans , a	-1.0	1	-1.0
, a more	-1.0	1	-1.0
a more informal	-1.0	1	-1.0
more informal style	-1.0	1	-1.0
informal style of	-1.0	1	-1.0
style of dress	-1.0	1	-1.0
of dress .	-1.0	1	-1.0
check with the	-0.19999999999999996	2	-0.09999999999999998
with the doctor	-1.2	1	-1.2
the doctor ,	-1.2	1	-1.2
doctor , they	-1.2	1	-1.2
, they should	-1.2	1	-1.2
they should know	-1.2	1	-1.2
should know .	-1.2	1	-1.2
Be honest and	-0.4	1	-0.4
honest and let	-0.4	1	-0.4
and let him	-0.4	1	-0.4
let him know	-0.4	1	-0.4
him know what	-0.4	1	-0.4
you are thinking	-0.4	1	-0.4
are thinking .	-0.4	1	-0.4
i was put	-0.2	1	-0.2
was put in	2.2	3	0.7333333333333334
put in a	1.6	2	0.8
in a hospital	-0.2	1	-0.2
a hospital and	-0.2	1	-0.2
hospital and was	-0.2	1	-0.2
and was suicidal	-0.2	1	-0.2
was suicidal and	-0.2	1	-0.2
suicidal and cutting	-0.2	1	-0.2
and cutting .	-0.2	1	-0.2
Linus Yale invents	1.6	1	1.6
Yale invents the	1.6	1	1.6
invents the Yale	1.6	1	1.6
the Yale lock	1.6	1	1.6
Yale lock or	1.6	1	1.6
lock or cylinder	1.6	1	1.6
or cylinder lock	1.6	1	1.6
cylinder lock .	1.6	1	1.6
He was pronounced	1.4	1	1.4
was pronounced dead	1.4	1	1.4
pronounced dead at	1.4	1	1.4
dead at 7:16	1.4	1	1.4
at 7:16 AM	1.4	1	1.4
7:16 AM .	1.4	1	1.4
Dogs will masturbate	-1.2	1	-1.2
will masturbate ,	-1.2	1	-1.2
masturbate , as	-1.2	1	-1.2
, as will	-1.2	1	-1.2
as will horses	-1.2	1	-1.2
will horses .	-1.2	1	-1.2
It was his	1.2	1	1.2
was his task	1.2	1	1.2
his task to	1.2	1	1.2
task to take	1.2	1	1.2
to take care	1.8	4	0.45
care of Jesus	1.2	1	1.2
of Jesus '	1.2	1	1.2
Jesus ' mother	1.2	1	1.2
' mother .	1.2	1	1.2
make sure the	-0.19999999999999984	4	-0.04999999999999996
sure the file	-0.6	1	-0.6
the file type	-0.6	1	-0.6
file type says	-0.6	1	-0.6
type says mp3	-0.6	1	-0.6
says mp3 .	-0.6	1	-0.6
Supplements like evening	0.0	1	0.0
like evening primrose	0.0	1	0.0
evening primrose can	0.0	1	0.0
primrose can also	0.0	1	0.0
can also help	0.0	1	0.0
also help .	0.0	2	0.0
would have it	0.0	1	0.0
have it checked	0.0	1	0.0
it checked just	0.0	1	0.0
checked just to	0.0	1	0.0
just to be	0.6	2	0.3
to be safe	0.0	1	0.0
be safe .	0.0	1	0.0
get shot or	-1.6	1	-1.6
shot or stabbed	-1.6	1	-1.6
or stabbed ?	-1.6	1	-1.6
politics screw everyone	-2.6	1	-2.6
screw everyone !	-2.6	1	-2.6
everyone ! !	-2.6	1	-2.6
Mussolini called his	0.4	1	0.4
called his Fascist	0.4	1	0.4
his Fascist Italy	0.4	1	0.4
Fascist Italy ,	0.4	1	0.4
Italy , the	0.4	1	0.4
, the ``	0.4	1	0.4
the `` corporate	0.4	1	0.4
`` corporate state	0.4	1	0.4
corporate state ''	0.4	1	0.4
state '' .	0.4	1	0.4
like him go	-1.2	1	-1.2
go for it	-1.0	2	-0.5
for it and	-1.2	1	-1.2
it and do	-1.2	1	-1.2
do n't listen	-1.2	1	-1.2
n't listen to	-1.2	1	-1.2
listen to your	-1.2	1	-1.2
to your brothers	-1.2	1	-1.2
your brothers .	-1.2	1	-1.2
Roll 15 balls	0.6	1	0.6
15 balls into	0.6	1	0.6
balls into 15	0.6	1	0.6
into 15 six	0.6	1	0.6
15 six -	0.6	1	0.6
six - inch	0.6	1	0.6
- inch ropes	0.6	1	0.6
inch ropes to	0.6	1	0.6
ropes to make	0.6	1	0.6
to make broomstick	0.6	1	0.6
make broomstick handles	0.6	1	0.6
broomstick handles .	0.6	1	0.6
it is of	0.5	1	0.5
is of the	0.5	1	0.5
of the other	-1.0999999999999996	4	-0.2749999999999999
the other person	0.5	1	0.5
other person ,	0.5	1	0.5
person , you	0.5	1	0.5
you can ask	0.5	1	0.5
can ask him	0.5	1	0.5
ask him /	0.5	1	0.5
him / her	0.5	1	0.5
/ her .	0.5	1	0.5
should go for	-0.2	1	-0.2
go for a	-0.2	1	-0.2
for a church	-0.2	1	-0.2
a church wedding	-0.2	1	-0.2
church wedding .	-2.2	2	-1.1
In order to	1.4	1	1.4
order to get	1.4	1	1.4
to get the	6.75	9	0.75
get the job	1.4	1	1.4
the job done	1.4	1	1.4
job done ,	1.4	1	1.4
done , everyone	1.4	1	1.4
, everyone has	1.4	1	1.4
everyone has to	1.4	1	1.4
has to work	1.4	1	1.4
to work together	2.6	3	0.8666666666666667
work together .	1.4	1	1.4
if anything ,	-1.0	1	-1.0
anything , you	-1.0	1	-1.0
, you should	-2.0	2	-1.0
should be coming	-1.0	1	-1.0
be coming out	-1.0	1	-1.0
coming out on	-1.0	1	-1.0
out on the	2.0	4	0.5
on the better	-1.0	1	-1.0
the better end	-1.0	1	-1.0
better end that	-1.0	1	-1.0
end that way	-1.0	1	-1.0
that way .	-0.19999999999999996	2	-0.09999999999999998
This House ,	-1.4	1	-1.4
House , Tracie	-1.4	1	-1.4
, Tracie Spencer	-1.4	1	-1.4
Tracie Spencer 46	-1.4	1	-1.4
Spencer 46 .	-1.4	1	-1.4
It 's sort	-2.4	1	-2.4
's sort of	-2.4	1	-2.4
sort of complicated	-2.4	1	-2.4
of complicated .	-2.4	1	-2.4
What are you	-4.8	4	-1.2
are you wanting	0.8	1	0.8
you wanting to	0.8	1	0.8
wanting to know	0.8	1	0.8
to know ?	-1.8	2	-0.9
Carrot cake is	0.4	1	0.4
cake is not	0.4	1	0.4
a good choice	0.4	1	0.4
good choice for	0.4	1	0.4
choice for small	0.4	1	0.4
for small kids	0.4	1	0.4
small kids .	0.4	1	0.4
Special Edition ,	-2.4	1	-2.4
Edition , definitely	-2.4	1	-2.4
, definitely ,	-2.4	1	-2.4
definitely , for	-2.4	1	-2.4
, for sure	-2.4	1	-2.4
for sure ,	-2.4	1	-2.4
sure , one	-2.4	1	-2.4
, one of	0.0	2	0.0
one of a	-3.4000000000000004	4	-0.8500000000000001
of a kind	-2.4	1	-2.4
a kind !	-2.4	1	-2.4
kind ! !	-2.4	1	-2.4
Today , there	1.4	1	1.4
there is still	1.4	1	1.4
is still room	1.4	1	1.4
still room for	1.4	1	1.4
room for improvement	1.4	1	1.4
for improvement .	1.4	1	1.4
Raoul Duke :	-6.949999999999999	4	-1.7374999999999998
Duke : Who	-1.75	1	-1.75
: Who are	-1.75	1	-1.75
Who are these	-1.75	1	-1.75
are these people	-1.75	1	-1.75
these people ?	-2.15	2	-1.075
You want A	-1.8	1	-1.8
want A 's	-1.8	1	-1.8
A 's .	-1.8	1	-1.8
Infernape - The	-1.8	1	-1.8
- The best	-1.8	1	-1.8
The best one	-1.8	1	-1.8
best one I	-1.8	1	-1.8
one I '	-1.8	1	-1.8
I ' ve	-10.199999999999998	12	-0.8499999999999998
' ve seen	-2.8	2	-1.4
ve seen so	-1.8	1	-1.8
seen so far	-1.8	1	-1.8
so far .	-2.2	2	-1.1
Chuck Norris was	-1.2	1	-1.2
Norris was what	-1.2	1	-1.2
was what Willis	-1.2	1	-1.2
what Willis was	-1.2	1	-1.2
Willis was talkin	-1.2	1	-1.2
was talkin '	-1.2	1	-1.2
talkin ' about	-1.2	1	-1.2
' about .	-1.2	1	-1.2
40 percent showed	2.0	1	2.0
percent showed minimal	2.0	1	2.0
showed minimal regrowth	2.0	1	2.0
minimal regrowth .	2.0	1	2.0
Enjoy your life	0.8	1	0.8
your life elsewhere	0.8	1	0.8
life elsewhere .	0.8	1	0.8
No less to	-2.0	1	-2.0
less to you	-2.0	1	-2.0
to you now	-2.0	1	-2.0
you now than	-2.0	1	-2.0
now than the	-2.0	1	-2.0
than the mastodon	-2.0	1	-2.0
the mastodon then	-2.0	1	-2.0
mastodon then .	-2.0	1	-2.0
Do the two	-1.0	1	-1.0
the two of	-1.0	1	-1.0
two of you	-1.0	1	-1.0
of you want	-1.0	1	-1.0
want to spend	-1.6	2	-0.8
to spend the	-1.0	1	-1.0
spend the rest	-1.0	1	-1.0
rest of your	-1.0	1	-1.0
of your lives	-1.0	1	-1.0
your lives together	-1.0	1	-1.0
lives together ?	-1.0	1	-1.0
I love his	-1.6	1	-1.6
love his movies	-1.6	1	-1.6
his movies .	-1.6	1	-1.6
It seems to	-0.65	2	-0.325
seems to be	-0.8	5	-0.16
be as if	-0.4	1	-0.4
they are in	-0.4	1	-0.4
are in the	6.3999999999999995	7	0.9142857142857143
the same place	-0.4	1	-0.4
same place everytime	-0.4	1	-0.4
place everytime .	-0.4	1	-0.4
A lot of	0.95	5	0.19
lot of people	2.5500000000000003	8	0.31875000000000003
of people do	-0.2	1	-0.2
people do that	-0.2	1	-0.2
do that .	-4.199999999999999	4	-1.0499999999999998
We only give	0.2	1	0.2
only give the	0.2	1	0.2
give the best	0.2	1	0.2
the best for	0.2	1	0.2
best for what	0.2	1	0.2
for what belongs	0.2	1	0.2
what belongs to	0.2	1	0.2
belongs to God	0.2	1	0.2
to God .	0.2	1	0.2
Easiest way is	-1.6	1	-1.6
way is to	-1.8000000000000003	3	-0.6000000000000001
is to get	-2.2	2	-1.1
to get on	-2.2	3	-0.7333333333333334
get on the	-1.2000000000000002	2	-0.6000000000000001
on the pill	-1.6	1	-1.6
the pill .	-1.6	1	-1.6
She is fine	-1.0	1	-1.0
is fine -	-1.0	1	-1.0
fine - do	-1.0	1	-1.0
- do not	-1.0	1	-1.0
do not worry	-2.0	2	-1.0
not worry .	-1.0	1	-1.0
I had no	-0.4	2	-0.2
had no peace	-0.2	1	-0.2
no peace in	-0.2	1	-0.2
peace in my	-0.2	1	-0.2
in my heart	-0.2	1	-0.2
my heart .	-0.2	1	-0.2
I started wearing	0.2	1	0.2
started wearing make	0.2	1	0.2
wearing make -	0.2	1	0.2
make - up	0.2	1	0.2
- up in	0.2	1	0.2
up in the	3.8000000000000003	5	0.76
in the 5th	0.2	1	0.2
the 5th grade	0.2	1	0.2
5th grade .	0.2	1	0.2
The idea is	-0.4	1	-0.4
idea is to	1.6	2	0.8
is to keep	-0.4	1	-0.4
to keep it	1.0	4	0.25
keep it simple	-0.4	1	-0.4
it simple ,	-0.4	1	-0.4
simple , simple	-0.8	2	-0.4
, simple ,	-0.4	1	-0.4
, simple but	-0.4	1	-0.4
simple but yet	-0.4	1	-0.4
but yet elegant	-0.4	1	-0.4
yet elegant .	-0.4	1	-0.4
wow sounds awful	-2.8	1	-2.8
sounds awful ...	-2.8	1	-2.8
awful ... u	-2.8	1	-2.8
... u sound	-2.8	1	-2.8
u sound ugly	-2.8	1	-2.8
sound ugly ...	-2.8	1	-2.8
ugly ... use	-2.8	1	-2.8
... use a	-2.8	1	-2.8
use a house	-2.8	1	-2.8
a house iron	-2.8	1	-2.8
to go with	-5.0	5	-1.0
with the Trolley	-2.0	1	-2.0
the Trolley --	-2.0	1	-2.0
Trolley -- B	-2.0	1	-2.0
-- B ...	-2.0	1	-2.0
B ... .	-2.0	1	-2.0
That was the	1.4	3	0.4666666666666666
was the U.S.	1.8	1	1.8
the U.S. name	1.8	1	1.8
U.S. name for	1.8	1	1.8
for the organization	1.8	1	1.8
the organization headed	1.8	1	1.8
organization headed in	1.8	1	1.8
headed in England	1.8	1	1.8
in England by	1.8	1	1.8
England by Crowley	1.8	1	1.8
by Crowley .	1.8	1	1.8
So he had	1.0	1	1.0
he had managed	1.0	1	1.0
had managed to	1.0	1	1.0
managed to accrue	1.0	1	1.0
to accrue many	1.0	1	1.0
accrue many personal	1.0	1	1.0
many personal contacts	1.0	1	1.0
personal contacts .	1.0	1	1.0
Just do the	-2.0	2	-1.0
do the eaten	-0.6	1	-0.6
the eaten amount	-0.6	1	-0.6
eaten amount divided	-0.6	1	-0.6
amount divided by	-0.6	1	-0.6
divided by the	-0.6	1	-0.6
by the whale	-0.6	1	-0.6
the whale 's	-0.6	1	-0.6
whale 's weight	-0.6	1	-0.6
's weight .	-0.6	1	-0.6
Just because she	-1.2	1	-1.2
because she 's	-1.2	1	-1.2
she 's got	-3.4000000000000004	2	-1.7000000000000002
's got no	-1.2	1	-1.2
got no more	-1.2	1	-1.2
no more word	-1.2	1	-1.2
more word in	-1.2	1	-1.2
word in her	-1.2	1	-1.2
in her lexicon	-1.2	1	-1.2
her lexicon .	-1.2	1	-1.2
-LCB- The Original	0.6	1	0.6
The Original Buddha	0.6	1	0.6
Original Buddha ,	0.6	1	0.6
Buddha , Shakyamuni	0.6	1	0.6
, Shakyamuni ,	0.6	1	0.6
Shakyamuni , is	0.6	1	0.6
, is not	0.6	1	0.6
is not portrayed	0.6	1	0.6
